score,title,author,date,comment
4,Organic Seaweed Snacks Review,"Robert C.,",03-Dec-18,"I recieved a coupon/voucher for a full size product of Ocean Halo's Seaweed Snacks & I tried out their chili lime flavor. It was pretty good in flavor. I don't regularly eat seaweed but when I do it's usually in sushi, like a veggie sushi. Seaweed on its own or unflavored seaweed is usually kind of bitter & has its own unique or ""special"" taste & could be described as an acquired taste. It usually is a bit more palatable when accompanied by other ingredients. I liked the chili lime seaweed because it has a mild & not too over seasoned flavor of both the chili & lime. I used my package to garnish some fish tacos that I made & it paired pleasantly well. I also crushed up a few & added them to a salad. Speaking for myself I liked the pairing of those two items I used the seaweed with. I didn't snack on the seaweed by itself as I don't eat it that regularly & by itself, flavored or unflavored, I'm not that fond of. It is a great tasting product for being seaweed & is packaged well. I don't think I will be buying it again as I don't regularly consume all that much seaweed as part of my diet. I would recommend it to someone who happens to enjoy it on a more consistent basis or I would pick it up sometime maybe down the line if I happen to be in the mood for something different than the usual snacks or food items I pick up. All in all it is a good product & I do recommend trying it if you're a sushi aficionado & like consuming it more regularly than a person such as myself."
5,Organic Seaweed Snacks Review,"Miranda F.,",20-Nov-18,"I love Ocean's Halo Ramen Broth! The flavors are delicious! You can add noodles, roasted vegetables, boiled eggs, or pork! I really appreciate that it's non GMO! It's super easy to make also! Pour into a saucepan and heat over medium heat while stirring occasionally!"
5,Organic Seaweed Snacks Review,"Amanda C.,",29-Oct-18,"I sampled Ocean's Halo Organic Seaweed Snacks in Sea Salt. Taste-wise these definitely satisfied my seaweed snack craving. They had the perfect texture and just the right amount of salt. I like that they're healthy, Non-GMO Project Verified, and made with three simple ingredients. However, I definitely could've put back more than one package. My husband enjoyed them, too, but my toddler refused to try them. More for me then!"
5,Organic Seaweed Snacks Review,"Tiana T.,",16-Nov-18,These were actually pretty good! I was excited to try the Bacon flavored and they did not disappoint! I also threw in the sea salt flavor because I had a two for one coupon. Very good! I believe I'll try the chili lime next! Thanks for the opportunity to try them!
4,Organic Seaweed Snacks Review,"Shawn G.,",04-Nov-18,"My issue with this product is mainly with locating it. The site recommended 2 places that had it. Neither did for weeks. When I did finally find the product, there was not a vast choice. I found the Korean BBQ flavor to be really good for a seaweed snack. Not overpowering and just a little sweet. Even my 16yo liked it. It wasnt incredibly salty which was nice. And was packaged really well. Ovarall it's a really good snack."
5,Organic Seaweed Snacks Review,"Janine H.,",31-Oct-18,"I would HIGHLY recommend these seaweed snacks, I just LOVE LOVE LOVE the TERIYAKI flavor, they are so crispy and no carbs and they are good for your body and way better to me than chips, the plain are good also but I prefer the ones with Korean BBQ and Sea Salt You have to try them and you will be ADDICTED to them, lol"
5,Organic Seaweed Snacks Review,"ALICIA H.,",01-Nov-18,"I loved this seaweed! I mostly ate it by itself, as a snack between meals. I also added it to my ramen noodles. In both cases, it was amazing! I love the delicately crispy texture, and the light flavor. It was a great guilt-free option for when I get snack cravings. I would definitely recommend it!"
1,Organic Seaweed Snacks Review,"Crystal F.,",13-Jan-19,Organic Seaweed Snacks were not for me. I was hoping i would like it so i could include something naturally high in iodine into my diet but unfortunately i couldnt do it. Neither of my kids would eat it either... I have never had seaweed so it isnt the brand it is just the taste of seaweed.
5,Organic Seaweed Snacks Review,"Katerina M.,",26-Oct-18,I bought the sea salt flavor and really enjoyed it! So thin and crispy and delicious! I am very glad Social Nature gave me the free coupon to get these plus a bunch of bogo coupons for all oceans halo products. I can't wait to try more Oceans Halo products if they are all as great as these.
5,Organic Seaweed Snacks Review,"Wendy G.,",26-Nov-18,"I tried the wasabi flavor eich had just the right amount of heat. I crubled it up and dusted it over popcorn. It was a nice salty, warm, umami flavor that really elevated our popcorn for movie night. My whole family loved it, even my picky eater three year ould thought it was yummy. We look forward to trying out the rest of the flavors."
3,Organic Seaweed Snacks Review,"Lisa C.,",15-Nov-18,"I tried the bacon flavor. It tasted like regular seaweed snacks that I've had before with a mild bacon flavor. Not bad, but I looked at the ingredients AFTER I tried it & I found maltodextrin listed. Not what I want to see in what is supposed to be a healthy snack! Next time I try another flavor."
5,Organic Seaweed Snacks Review,"Michelle B.,",18-Nov-18,Yum! Such a great healthy snack thats perfect for on the go! Family loves it too and has different flavors to choose from! Kids love it when I put this in their lunch boxes! Made with non GMO and ocean farmed seaweed! Goes great with their miso broth!
2,Organic Seaweed Snacks Review,"AMBER G.,",29-Nov-18,"I'd never tried anything like this before. I was rather skeptical at first, I didn't know how I'd feel about eating green seaweed lol. But I wanted to try these. I wasn't crazy about the texture, but the flavor wasn't bad. Although I appreciate the opportunity, I doubt I'll be buying these for myself any time soom."
5,Organic Seaweed Snacks Review,"Lindsey H.,",07-Dec-18,I really liked the Oceans Halo seaweed snack sheets. There were so many fun flavors but I decided to try the sea salt as that really was the most original flavor. Overall it was really good and it was a perfect snack to have at work. Really tasty product and I'd recommend it to anyone looking to add a fun new snack to their schedule.
5,Organic Seaweed Snacks Review,"Beth A.,",09-Dec-18,I have to say that I do not like the texture of the Seaweed Snacks but my son and niece love all the different flavors that the Ocean's Halo comes in. They especially like that it is an easy snack to just throw in their backpacks and have a great tasting crunchy snack on the go.
4,Organic Seaweed Snacks Review,"Teresa K.,",11-Nov-18,"As part of the social nature program I was able to sample Ocean's Halo seaweed snacks complimentary through their program. I sampled both the sea salt flavor as well as the bacon variety. I have been eating seaweed snacks since I was a little child, and it's definitely a favorite snack of mine. I thought that the Ocean's Halo seaweed snack in sea salt flavor was great. I liked the crispy, light texture of the seaweed sheets. However, the bacon flavor was not my favorite. Although I love bacon, when it is flavor infused into seaweed, it didn't really meet my expectations. I also felt that the bacon flavored seaweed variety was lacking the crispy texture that I enjoyed with the sea salt variety. Overall, I think that Ocean's Halo seaweed snacks are a great snack product. Personally, I would skip the unusual flavors, and choose the sea salt variety, which I found to have great texture and allowed the seaweed flavors to take center stage."
5,Organic Seaweed Snacks Review,"taryn O.,",16-Nov-18,"I really liked these seaweed snacks! They satisfied my craving for salty and savory foods. It had just the right amount of salt and is a great , light snack! Much better alternative to chips or crackers . I love how they are organic and gluten free ."
5,Organic Seaweed Snacks Review,"Anna H.,",11-Nov-18,I tried the Ocean's Halo Sea Salt seaweed snack. I wasn't sure how they would taste but they were actually very good. I would recommend them to people who are looking for a healthy snack with low salt and big flavor. I will definately be eating this again.
4,Organic Seaweed Snacks Review,"Alicia C.,",14-Nov-18,I threw one of these in my purse before class and when I got a little hungry it was an awesome and healthy snack. I never thought I would be putting seaweed snacks on my shopping list but I am definitely going to get some more of these maybe try some different flavors and find my favorite
